Similarity,QAS_File,Text_File
0.75,qas_29_table_2.txt,section_7.txt
0.75,qas_29_table_2.txt,section_2.txt
0.75,qas_29_table_2.txt,section_6.txt
0.75,qas_29_table_2.txt,section_5.txt
0.75,qas_29_table_2.txt,section_1.txt
0.75,qas_29_table_2.txt,section_4.txt
1.0,qas_29_table_2.txt,section_3.txt
0.36363636363636365,qas_29_table_1.txt,section_7.txt
0.36363636363636365,qas_29_table_1.txt,section_2.txt
0.36363636363636365,qas_29_table_1.txt,section_6.txt
0.36363636363636365,qas_29_table_1.txt,section_5.txt
0.36363636363636365,qas_29_table_1.txt,section_1.txt
0.36363636363636365,qas_29_table_1.txt,section_4.txt
0.2727272727272727,qas_29_table_1.txt,section_3.txt
